"","tag_code","state","date_time","pathway"
"2248","384.3B23A96B72","mainstem, mouth to BON",NA,"implicit"
"2249","384.3B23A96B72","mainstem, BON to MCN",2015-08-10 22:19:57,"BON (adult)"
"2250","384.3B23A9744A","mainstem, BON to MCN",2015-08-07 08:47:30,"BON (adult)"
"2252","384.3B23A9744A","mainstem, MCN to ICH or PRA",2015-10-07 01:58:05,"MCN (adult)"
"2253","384.3B23A9744A","Walla Walla River",2016-01-30 01:38:06,"WAWA_sites"
"2254","384.3B23A97C16","mainstem, BON to MCN",2015-08-07 03:08:25,"BON (adult)"
"2256","384.3B23A97C16","mainstem, MCN to ICH or PRA",2015-09-23 08:41:54,"MCN (adult)"
"2257","384.3B23A97C16","mainstem, ICH to LGR",2015-09-26 01:09:09,"ICH (adult)"
"2260","384.3B23A97C16","mainstem, upstream of LGR",2015-10-03 03:45:52,"LGR (adult)"
"2261","384.3B23A97C16","Imnaha River",2016-03-08 22:25:19,"IMN_sites"
"2263","384.3B23A97E98","mainstem, BON to MCN",2016-08-15 23:18:37,"BON (adult)"
"2264","384.3B23A97E98","mainstem, mouth to BON",NA,"implicit"
"2265","384.3B23A97E98","mainstem, BON to MCN",2016-08-16 06:50:00,"BON (adult)"
"2267","384.3B23A97E98","mainstem, MCN to ICH or PRA",2016-09-15 01:15:40,"MCN (adult)"
"2268","384.3B23A97E98","mainstem, ICH to LGR",2016-09-17 02:02:22,"ICH (adult)"
"2271","384.3B23A97E98","mainstem, upstream of LGR",2016-09-23 02:39:47,"LGR (adult)"
"2272","384.3B23A97E98","Imnaha River",2017-02-12 09:58:25,"IMN_sites"
"2273","384.3B23A9824A","mainstem, BON to MCN",2015-08-12 11:37:08,"BON (adult)"
"2275","384.3B23A9824A","mainstem, MCN to ICH or PRA",2015-09-12 10:20:29,"MCN (adult)"
"2276","384.3B23A9824A","mainstem, ICH to LGR",2015-09-27 04:43:41,"ICH (adult)"
"2279","384.3B23A9824A","mainstem, upstream of LGR",2015-10-09 10:16:16,"LGR (adult)"
"2280","384.3B23A9824A","mainstem, ICH to LGR",NA,"implicit"
"2281","384.3B23A9824A","mainstem, upstream of LGR",2015-10-09 22:44:30,"LGR (adult)"
"2282","384.3B23A98B77","mainstem, BON to MCN",2015-08-07 12:41:57,"BON (adult)"
"2283","384.3B23A98B77","mainstem, mouth to BON",NA,"implicit"
"2284","384.3B23A98B77","mainstem, BON to MCN",2015-08-07 21:47:43,"BON (adult)"
"2285","384.3B23A990B8","mainstem, BON to MCN",2015-09-24 07:00:54,"BON (adult)"
"2287","384.3B23A990B8","mainstem, MCN to ICH or PRA",2015-10-02 01:21:15,"MCN (adult)"
"2288","384.3B23A990B8","mainstem, ICH to LGR",2015-10-05 03:18:30,"ICH (adult)"
"2290","384.3B23A990B8","mainstem, upstream of LGR",2015-10-11 11:27:48,"LGR (adult)"
"2291","384.3B23A990B8","mainstem, ICH to LGR",NA,"implicit"
"2292","384.3B23A990B8","mainstem, upstream of LGR",2015-10-11 23:29:29,"LGR (adult)"
"2293","384.3B23A990B8","Imnaha River",2016-03-10 04:28:53,"IMN_sites"
"2296","384.3B23A99842","mainstem, BON to MCN",2016-07-24 10:23:13,"BON (adult)"
"2298","384.3B23A99842","mainstem, MCN to ICH or PRA",2016-09-20 03:20:16,"MCN (adult)"
"2299","384.3B23A99842","mainstem, ICH to LGR",2016-09-23 03:16:17,"ICH (adult)"
"2303","384.3B23A99842","mainstem, upstream of LGR",2016-10-02 06:12:52,"LGR (adult)"
"2304","384.3B23A99842","Grande Ronde River",2017-02-17 00:00:00,"GRRO_sites"
"2305","384.3B23A99FD4","mainstem, BON to MCN",2016-09-13 23:16:18,"BON (adult)"
"2307","384.3B23A99FD4","mainstem, MCN to ICH or PRA",2016-09-20 04:07:31,"MCN (adult)"
"2308","384.3B23A99FD4","mainstem, ICH to LGR",2016-09-24 10:33:54,"ICH (adult)"
"2311","384.3B23A99FD4","mainstem, upstream of LGR",2016-10-01 11:25:19,"LGR (adult)"
"2312","384.3B23A99FD4","mainstem, ICH to LGR",NA,"implicit"
"2313","384.3B23A99FD4","mainstem, upstream of LGR",2016-10-01 22:30:33,"LGR (adult)"
"2314","384.3B23A9A33E","mainstem, BON to MCN",2016-09-01 07:54:02,"BON (adult)"
"2316","384.3B23A9A33E","mainstem, MCN to ICH or PRA",2016-09-18 03:59:37,"MCN (adult)"
"2317","384.3B23A9A33E","mainstem, ICH to LGR",2016-09-20 08:16:35,"ICH (adult)"
"2320","384.3B23A9A33E","mainstem, upstream of LGR",2016-10-03 16:42:10,"LGR (adult)"
"2321","384.3B23A9B7C7","mainstem, BON to MCN",2016-08-25 03:25:53,"BON (adult)"
"2323","384.3B23A9B7C7","mainstem, MCN to ICH or PRA",2016-09-19 01:56:38,"MCN (adult)"
"2324","384.3B23A9B7C7","mainstem, ICH to LGR",2016-09-20 08:13:31,"ICH (adult)"
"2327","384.3B23A9B7C7","mainstem, upstream of LGR",2016-09-28 09:02:23,"LGR (adult)"
"2328","384.3B23A9B7C7","mainstem, ICH to LGR",2017-03-20 15:18:53,"ICH_LGR_inriver"
"2329","384.3B23A9C20B","mainstem, BON to MCN",2015-08-14 10:42:06,"BON (adult)"
"2330","384.3B23A9C20B","mainstem, mouth to BON",NA,"implicit"
"2331","384.3B23A9C20B","mainstem, BON to MCN",2015-08-16 01:10:46,"BON (adult)"
"2332","384.3B23A9C20B","mainstem, mouth to BON",NA,"implicit"
"2333","384.3B23A9C20B","mainstem, BON to MCN",2015-08-16 09:27:46,"BON (adult)"
"2335","384.3B23A9C20B","mainstem, MCN to ICH or PRA",2015-08-25 02:52:50,"MCN (adult)"
"2336","384.3B23A9C20B","mainstem, ICH to LGR",2015-08-27 05:03:29,"ICH (adult)"
"2339","384.3B23A9C20B","mainstem, upstream of LGR",2015-09-03 06:45:57,"LGR (adult)"
"2340","384.3B23A9C20B","Imnaha River",2016-03-05 07:39:48,"IMN_sites"
"2342","384.3B23A9CDCC","mainstem, BON to MCN",2015-07-25 04:26:48,"BON (adult)"
"2344","384.3B23A9CDCC","Deschutes River",2015-09-20 18:17:29,"DES_sites"
"...2345","384.3B23A9CDCC","mainstem, BON to MCN",NA,"implicit"
"2346","384.3B23A9CDCC","mainstem, MCN to ICH or PRA",2015-09-25 00:40:48,"MCN (adult)"
"2347","384.3B23A9CDCC","mainstem, ICH to LGR",2015-09-29 01:43:25,"ICH (adult)"
"2348","384.3B23A9DC6E","mainstem, BON to MCN",2016-08-20 11:25:08,"BON (adult)"
"2349","384.3B23A9DC6E","mainstem, mouth to BON",NA,"implicit"
"2350","384.3B23A9DC6E","mainstem, BON to MCN",2016-08-20 22:11:49,"BON (adult)"
"2351","384.3B23A9EA77","mainstem, BON to MCN",2015-08-21 06:08:42,"BON (adult)"
"2353","384.3B23A9EA77","mainstem, MCN to ICH or PRA",2015-09-10 11:26:41,"MCN (adult)"
"2354","384.3B23A9EA77","mainstem, BON to MCN",NA,"implicit"
"2355","384.3B23A9EA77","mainstem, MCN to ICH or PRA",2015-09-10 22:52:51,"MCN (adult)"
"2356","384.3B23A9EA77","mainstem, ICH to LGR",2015-09-13 05:36:09,"ICH (adult)"
"2359","384.3B23A9EA77","mainstem, upstream of LGR",2015-09-29 06:52:03,"LGR (adult)"
"2360","384.3B23AA0345","mainstem, BON to MCN",2016-07-28 11:14:57,"BON (adult)"
"2362","384.3B23AA0345","mainstem, MCN to ICH or PRA",2016-09-08 12:52:29,"MCN (adult)"
"2363","384.3B23AA0345","mainstem, BON to MCN",NA,"implicit"
"2364","384.3B23AA0345","mainstem, MCN to ICH or PRA",2016-09-08 22:11:32,"MCN (adult)"
"2365","384.3B23AA0345","mainstem, BON to MCN",NA,"implicit"
"2366","384.3B23AA0345","mainstem, MCN to ICH or PRA",2016-11-04 02:06:33,"MCN (adult)"
"2367","384.3B23AA0345","mainstem, ICH to LGR",2016-11-06 05:29:53,"ICH (adult)"
"2370","384.3B23AA10A9","mainstem, BON to MCN",2015-08-04 09:30:30,"BON (adult)"
"2371","384.3B23AA10A9","mainstem, mouth to BON",NA,"implicit"
"2372","384.3B23AA10A9","mainstem, BON to MCN",2015-08-04 22:41:09,"BON (adult)"
"2374","384.3B23AA10A9","mainstem, MCN to ICH or PRA",2015-09-11 03:31:26,"MCN (adult)"
"2375","384.3B23AA10A9","mainstem, ICH to LGR",2015-09-13 08:16:28,"ICH (adult)"
"2378","384.3B23AA10A9","mainstem, upstream of LGR",2015-09-19 10:52:00,"LGR (adult)"
"2379","384.3B23AA10A9","mainstem, ICH to LGR",NA,"implicit"
"2380","384.3B23AA10A9","mainstem, upstream of LGR",2015-09-19 18:17:04,"LGR (adult)"
"2381","384.3B23AA14C2","mainstem, BON to MCN",2015-08-13 12:06:16,"BON (adult)"
"2382","384.3B23AA14C2","mainstem, mouth to BON",NA,"implicit"
"2383","384.3B23AA14C2","mainstem, BON to MCN",2015-08-13 23:19:25,"BON (adult)"
"2385","384.3B23AA14C2","mainstem, MCN to ICH or PRA",2015-09-01 01:41:16,"MCN (adult)"
"2386","384.3B23AA14C2","mainstem, ICH to LGR",2015-09-03 09:33:09,"ICH (adult)"
"2389","384.3B23AA14C2","mainstem, upstream of LGR",2015-09-10 02:24:37,"LGR (adult)"
"2390","384.3B23AA2F5C","mainstem, BON to MCN",2016-08-04 00:55:14,"BON (adult)"
"2392","384.3B23AA460F","mainstem, BON to MCN",2015-08-21 07:13:48,"BON (adult)"
"2394","384.3B23AA6E40","mainstem, BON to MCN",2016-08-08 12:23:20,"BON (adult)"
"2395","384.3B23AA6E40","mainstem, mouth to BON",NA,"implicit"
"2396","384.3B23AA6E40","mainstem, BON to MCN",2016-08-09 01:21:39,"BON (adult)"
"2398","384.3B23AA6E40","mainstem, MCN to ICH or PRA",2016-08-18 03:17:36,"MCN (adult)"
"2399","384.3B23AA6E40","mainstem, ICH to LGR",2016-08-21 17:36:28,"ICH (adult)"
"2400","384.3B23AA6E40","mainstem, MCN to ICH or PRA",NA,"implicit"
"2401","384.3B23AA6E40","mainstem, ICH to LGR",2016-09-01 04:53:20,"ICH (adult)"
"2404","384.3B23AA6E40","mainstem, upstream of LGR",2016-09-14 09:45:55,"LGR (adult)"
"2405","384.3B23AA6E40","mainstem, ICH to LGR",NA,"implicit"
"2406","384.3B23AA6E40","mainstem, upstream of LGR",2016-09-15 03:00:00,"LGR (adult)"
"2407","384.3B23AA6E40","Salmon River",2017-03-27 06:51:53,"SAL_sites"
"2409","384.3B23AA82A8","mainstem, BON to MCN",2015-08-15 03:22:55,"BON (adult)"
"2411","384.3B23AA82A8","mainstem, MCN to ICH or PRA",2015-09-15 04:50:49,"MCN (adult)"
"2412","384.3B23AA82A8","mainstem, ICH to LGR",2015-09-29 05:48:22,"ICH (adult)"
"2417","384.3B23AA82A8","mainstem, upstream of LGR",2015-10-27 06:43:40,"LGR (adult)"
"2418","384.3B23AA82A8","Imnaha River",2016-04-03 06:12:16,"IMN_sites"
"2422","384.3B23AAAA44","mainstem, BON to MCN",2015-08-11 01:24:39,"BON (adult)"
"2424","384.3B23AAAA44","mainstem, MCN to ICH or PRA",2015-09-12 10:44:50,"MCN (adult)"
"2425","384.3B23AAAA44","mainstem, ICH to LGR",2015-09-14 07:12:30,"ICH (adult)"
"2428","384.3B23AAAA44","mainstem, upstream of LGR",2015-09-20 14:45:02,"LGR (adult)"
"2429","384.3B23AAAA44","Imnaha River",2016-03-14 23:49:17,"IMN_sites"
"2431","384.3B23AAC759","mainstem, BON to MCN",2015-09-05 05:05:58,"BON (adult)"
"2433","384.3B23AAC759","mainstem, MCN to ICH or PRA",2015-09-13 08:15:37,"MCN (adult)"
"2434","384.3B23AAC759","mainstem, ICH to LGR",2015-09-15 08:07:51,"ICH (adult)"
"2437","384.3B23AAC759","mainstem, upstream of LGR",2015-09-21 12:29:27,"LGR (adult)"
"2438","384.3B23AAF92E","mainstem, BON to MCN",2015-08-12 05:55:17,"BON (adult)"
"2440","384.3B23AAF92E","mainstem, MCN to ICH or PRA",2015-09-20 10:55:06,"MCN (adult)"
"2441","384.3B23AAF92E","mainstem, ICH to LGR",2015-09-25 10:22:07,"ICH (adult)"
"2444","384.3B23AAF92E","mainstem, upstream of LGR",2015-10-02 09:07:31,"LGR (adult)"
"2445","384.3B23AAFD53","mainstem, BON to MCN",2016-08-13 09:30:41,"BON (adult)"
"2447","384.3B23AAFD53","mainstem, MCN to ICH or PRA",2016-09-20 00:52:21,"MCN (adult)"
"2448","384.3B23AAFD53","mainstem, ICH to LGR",2016-09-22 00:23:05,"ICH (adult)"
"2451","384.3B23AAFD53","mainstem, upstream of LGR",2016-09-29 02:06:00,"LGR (adult)"
"2452","384.3B23AB046B","mainstem, BON to MCN",2015-07-16 05:32:14,"BON (adult)"
"2454","384.3B23AB046B","Deschutes River",2015-07-18 21:53:29,"DES_sites"
"2455","384.3B23AB0A80","mainstem, BON to MCN",2016-07-22 08:07:57,"BON (adult)"
"2457","384.3B23AB12E0","mainstem, BON to MCN",2016-08-07 03:14:41,"BON (adult)"
"2458","384.3B23AB12E0","mainstem, mouth to BON",2016-08-07 05:17:26,"BON_fallback_arrays"
"2459","384.3B23AB12E0","mainstem, BON to MCN",2016-08-08 08:08:56,"BON (adult)"
"2460","384.3B23AB17C2","mainstem, BON to MCN",2014-07-07 23:51:56,"BON (adult)"
"2461","384.3B23AB1E04","mainstem, BON to MCN",2016-08-16 22:36:55,"BON (adult)"
"2462","384.3B23AB23B4","mainstem, BON to MCN",2014-07-24 04:21:53,"BON (adult)"
"2464","384.3B23AB23B4","mainstem, MCN to ICH or PRA",2014-08-06 02:49:52,"MCN (adult)"
"2465","384.3B23AB23B4","mainstem, ICH to LGR",2014-11-14 01:25:40,"ICH (adult)"
"2468","384.3B23AB23B4","mainstem, upstream of LGR",2014-11-29 03:14:07,"LGR (adult)"
"2469","384.3B23AB23B4","Imnaha River",2015-04-17 16:30:07,"IMN_sites"
"2472","384.3B23AB2E96","mainstem, BON to MCN",2016-07-18 07:33:46,"BON (adult)"
"2474","384.3B23AB2E96","mainstem, MCN to ICH or PRA",2016-09-25 11:07:06,"MCN (adult)"
"2475","384.3B23AB2E96","mainstem, BON to MCN",NA,"implicit"
"2476","384.3B23AB2E96","mainstem, MCN to ICH or PRA",2016-09-25 20:55:44,"MCN (adult)"
"2477","384.3B23AB2E96","mainstem, ICH to LGR",2016-09-27 05:33:16,"ICH (adult)"
"2480","384.3B23AB2E96","mainstem, upstream of LGR",2016-10-05 06:59:24,"LGR (adult)"
"2481","384.3B23AB350B","mainstem, BON to MCN",2015-09-01 11:15:07,"BON (adult)"
"2482","384.3B23AB350B","mainstem, mouth to BON",NA,"implicit"
"2483","384.3B23AB350B","mainstem, BON to MCN",2015-09-01 23:48:42,"BON (adult)"
"2485","384.3B23AB350B","mainstem, MCN to ICH or PRA",2015-09-14 06:41:44,"MCN (adult)"
"2486","384.3B23AB350B","mainstem, ICH to LGR",2015-09-17 00:39:53,"ICH (adult)"
"2489","384.3B23AB350B","mainstem, upstream of LGR",2015-09-24 14:04:26,"LGR (adult)"
"2490","384.3B23AB3ACB","mainstem, BON to MCN",2015-08-23 09:42:03,"BON (adult)"
"2492","384.3B23AB3ACB","mainstem, MCN to ICH or PRA",2015-09-06 09:35:55,"MCN (adult)"
"2493","384.3B23AB3ACB","mainstem, ICH to LGR",2015-09-10 02:57:45,"ICH (adult)"
"2496","384.3B23AB3ACB","mainstem, upstream of LGR",2015-09-21 23:47:28,"LGR (adult)"
"2497","384.3B23AB44E4","mainstem, BON to MCN",2016-08-09 06:00:22,"BON (adult)"
"2499","384.3B23AB44E4","mainstem, MCN to ICH or PRA",2016-09-12 01:55:07,"MCN (adult)"
"2500","384.3B23AB44E4","mainstem, ICH to LGR",2016-09-13 10:50:27,"ICH (adult)"
"2503","384.3B23AB44E4","mainstem, upstream of LGR",2016-09-19 09:42:31,"LGR (adult)"
"2504","384.3B23AB44E4","Salmon River",2017-04-07 08:48:19,"SAL_sites"
"2505","384.3B23AB50C9","mainstem, BON to MCN",2016-07-14 10:13:42,"BON (adult)"
"2506","384.3B23AB50C9","mainstem, mouth to BON",NA,"implicit"
"2507","384.3B23AB50C9","mainstem, BON to MCN",2016-07-15 22:31:31,"BON (adult)"
"2510","384.3B23AB50C9","mainstem, MCN to ICH or PRA",2016-10-23 02:57:46,"MCN (adult)"
"2511","384.3B23AB50C9","mainstem, ICH to LGR",2016-10-25 09:22:34,"ICH (adult)"
"2514","384.3B23AB50C9","mainstem, upstream of LGR",2016-11-02 01:16:31,"LGR (adult)"
"2515","384.3B23AB50C9","Imnaha River",2017-02-17 04:00:00,"IMN_sites"
"2519","384.3B23AB52E5","mainstem, BON to MCN",2015-09-07 04:36:30,"BON (adult)"
"2521","384.3B23AB52E5","mainstem, MCN to ICH or PRA",2015-09-16 09:38:14,"MCN (adult)"
"2522","384.3B23AB52E5","mainstem, ICH to LGR",2015-09-20 04:31:27,"ICH (adult)"
"2525","384.3B23AB52E5","mainstem, upstream of LGR",2015-09-27 11:04:07,"LGR (adult)"
"2526","384.3B23AB52E5","Salmon River",2016-03-21 16:47:50,"SAL_sites"
"2527","384.3B23AB5B15","mainstem, BON to MCN",2015-08-04 09:45:32,"BON (adult)"
"2528","384.3B23AB5B15","mainstem, mouth to BON",NA,"implicit"
"2529","384.3B23AB5B15","mainstem, BON to MCN",2015-08-04 22:18:29,"BON (adult)"
"2532","384.3B23AB5B15","mainstem, MCN to ICH or PRA",2015-10-15 08:17:27,"MCN (adult)"
"2533","384.3B23AB5B15","mainstem, ICH to LGR",2015-10-28 05:45:25,"ICH (adult)"
"2536","384.3B23AB5B15","mainstem, upstream of LGR",2016-03-26 01:18:58,"LGR (adult)"
"2537","384.3B23AB5B15","mainstem, ICH to LGR",NA,"implicit"
"2538","384.3B23AB5B15","mainstem, upstream of LGR",2016-03-26 09:36:22,"LGR (adult)"
"2539","384.3B23AB5B15","mainstem, ICH to LGR",NA,"implicit"
"2540","384.3B23AB5B15","mainstem, upstream of LGR",2016-03-26 23:58:13,"LGR (adult)"
"2541","384.3B23AB5B15","mainstem, ICH to LGR",NA,"implicit"
"2542","384.3B23AB5B15","mainstem, upstream of LGR",2016-03-27 06:52:51,"LGR (adult)"
"2543","384.3B23AB5B15","mainstem, ICH to LGR",NA,"implicit"
"2544","384.3B23AB5B15","mainstem, upstream of LGR",2016-04-02 07:44:31,"LGR (adult)"
"2545","384.3B23AB5B15","Imnaha River",2016-04-07 10:10:42,"IMN_sites"
"2548","384.3B23AB61D5","mainstem, BON to MCN",2015-08-30 04:56:29,"BON (adult)"
"2550","384.3B23AB652E","mainstem, BON to MCN",2015-09-14 09:50:05,"BON (adult)"
"2552","384.3B23AB652E","mainstem, MCN to ICH or PRA",2015-10-11 10:02:47,"MCN (adult)"
"2553","384.3B23AB652E","Walla Walla River",2016-02-19 03:11:10,"WAWA_sites"
"2556","384.3B23AB6AE7","mainstem, BON to MCN",2015-08-12 04:45:45,"BON (adult)"
"2558","384.3B23AB6AE7","Deschutes River",2015-08-15 23:44:37,"DES_sites"
"2559","384.3B23AB729B","mainstem, BON to MCN",2015-07-28 03:56:34,"BON (adult)"
"2560","384.3B23AB7755","mainstem, BON to MCN",2015-07-26 12:42:04,"BON (adult)"
"2562","384.3B23AB7755","mainstem, MCN to ICH or PRA",2015-08-06 04:08:42,"MCN (adult)"
"2563","384.3B23AB7755","mainstem, BON to MCN",2016-04-07 17:59:30,"BON_MCN_inriver"
"2565","384.3B23AB7CA7","mainstem, BON to MCN",2015-08-24 03:38:50,"BON (adult)"
"2567","384.3B23AB7CA7","mainstem, MCN to ICH or PRA",2015-10-08 02:07:04,"MCN (adult)"
"2568","384.3B23AB7CA7","mainstem, ICH to LGR",2015-10-10 07:13:44,"ICH (adult)"
"2571","384.3B23AB7CA7","mainstem, upstream of LGR",2015-10-16 07:08:04,"LGR (adult)"
"2572","384.3B23AB7CA7","Imnaha River",2016-02-29 17:22:38,"IMN_sites"
"2573","384.3B23AB7F84","mainstem, BON to MCN",2015-07-30 07:10:51,"BON (adult)"
"2575","384.3B23AB7F84","mainstem, MCN to ICH or PRA",2015-09-13 11:59:03,"MCN (adult)"
"2576","384.3B23AB7F84","mainstem, ICH to LGR",2015-09-15 09:53:48,"ICH (adult)"
"2579","384.3B23AB7F84","mainstem, upstream of LGR",2015-09-25 08:28:58,"LGR (adult)"
"2580","384.3B23AB7F84","Salmon River",2016-03-14 06:10:23,"SAL_sites"
"2581","384.3B23AB868F","mainstem, BON to MCN",2015-09-07 07:51:29,"BON (adult)"
"2583","384.3B23AB868F","mainstem, MCN to ICH or PRA",2015-09-17 01:14:30,"MCN (adult)"
"2584","384.3B23AB868F","mainstem, ICH to LGR",2015-09-21 09:27:36,"ICH (adult)"
"2587","384.3B23AB868F","mainstem, upstream of LGR",2015-10-10 02:27:13,"LGR (adult)"
"2588","384.3B23ABB2BC","mainstem, BON to MCN",2016-08-15 10:38:00,"BON (adult)"
"2589","384.3B23ABB2BC","mainstem, mouth to BON",NA,"implicit"
"2590","384.3B23ABB2BC","mainstem, BON to MCN",2016-08-15 22:03:58,"BON (adult)"
"2592","384.3B23ABB2BC","mainstem, MCN to ICH or PRA",2016-10-18 10:44:28,"MCN (adult)"
"2593","384.3B23ABB2BC","mainstem, ICH to LGR",2016-11-25 09:21:31,"ICH (adult)"
"2594","384.3B23ABB2BC","mainstem, MCN to ICH or PRA",NA,"implicit"
"2595","384.3B23ABB2BC","mainstem, ICH to LGR",2016-11-25 19:35:24,"ICH (adult)"
"2597","384.3B23ABB2BC","mainstem, upstream of LGR",2016-12-11 04:27:24,"LGR (adult)"
"2598","384.3B23AC03CD","mainstem, BON to MCN",2016-06-22 04:44:33,"BON (adult)"
"2601","384.3B23AC03CD","mainstem, MCN to ICH or PRA",2016-07-05 03:18:35,"MCN (adult)"
"2602","384.3B23AC03CD","mainstem, BON to MCN",NA,"implicit"
"2603","384.3B23AC03CD","mainstem, MCN to ICH or PRA",2016-10-21 08:51:33,"MCN (adult)"
"2604","384.3B23AC03CD","mainstem, ICH to LGR",2016-11-08 03:14:35,"ICH (adult)"
"2606","384.3B23AC03CD","mainstem, upstream of LGR",2017-03-15 08:58:15,"LGR (adult)"
"2607","384.3B23AC03CD","mainstem, ICH to LGR",NA,"implicit"
"2608","384.3B23AC03CD","mainstem, upstream of LGR",2017-03-16 05:03:38,"LGR (adult)"
"2609","384.3B23AC489F","mainstem, BON to MCN",2015-08-27 06:07:26,"BON (adult)"
"2611","384.3B23AC7258","mainstem, BON to MCN",2015-09-21 10:40:29,"BON (adult)"
"2613","384.3B23AC7258","mainstem, MCN to ICH or PRA",2015-10-04 00:54:39,"MCN (adult)"
"2614","384.3B23AC7258","mainstem, ICH to LGR",2015-10-05 11:24:38,"ICH (adult)"
"2617","384.3B23AC7258","mainstem, upstream of LGR",2015-10-10 17:58:07,"LGR (adult)"
"2618","384.3B23AC7258","mainstem, ICH to LGR",NA,"implicit"
"2619","384.3B23AC7258","mainstem, upstream of LGR",2015-10-11 03:00:00,"LGR (adult)"
"2620","384.3B23AC9872","mainstem, BON to MCN",2014-09-08 09:37:35,"BON (adult)"
"2622","384.3B23AC9872","mainstem, MCN to ICH or PRA",2014-09-16 17:16:43,"MCN (adult)"
"2623","384.3B23AC9872","mainstem, BON to MCN",NA,"implicit"
"2624","384.3B23AC9872","mainstem, MCN to ICH or PRA",2014-09-17 00:04:38,"MCN (adult)"
"2625","384.3B23AC9872","mainstem, ICH to LGR",2014-09-19 00:25:28,"ICH (adult)"
"2630","384.3B23AC9872","mainstem, upstream of LGR",2014-09-30 01:40:42,"LGR (adult)"
"2631","384.3B23ACE85D","mainstem, BON to MCN",2016-06-27 00:49:08,"BON (adult)"
"2632","384.3B23ACE85D","mainstem, mouth to BON",NA,"implicit"
"2633","384.3B23ACE85D","mainstem, BON to MCN",2016-06-28 10:38:44,"BON (adult)"
"2634","384.3B23ACE85D","mainstem, mouth to BON",NA,"implicit"
"2635","384.3B23ACE85D","mainstem, BON to MCN",2016-06-29 02:11:01,"BON (adult)"
"2636","384.3B23ACE85D","mainstem, mouth to BON",NA,"implicit"
"2637","384.3B23ACE85D","mainstem, BON to MCN",2016-06-30 07:22:15,"BON (adult)"
"2639","384.3B23ACE85D","mainstem, MCN to ICH or PRA",2016-07-06 12:23:20,"MCN (adult)"
"2640","384.3B23ACE85D","mainstem, ICH to LGR",2016-07-10 08:41:31,"ICH (adult)"
"2643","384.3B23ACE85D","mainstem, upstream of LGR",2016-07-20 03:00:00,"LGR (adult)"
"2644","384.3B23ACE85D","mainstem, ICH to LGR",2017-03-28 14:09:52,"ICH_LGR_inriver"
"2646","384.3B23AD1177","mainstem, BON to MCN",2016-10-12 10:00:03,"BON (adult)"
"2648","384.3B23AD1177","mainstem, MCN to ICH or PRA",2017-03-08 08:31:33,"MCN (adult)"
"2649","384.3B23AD1177","mainstem, ICH to LGR",2017-03-18 11:20:50,"ICH (adult)"
"2653","384.3B23AD1177","mainstem, upstream of LGR",2017-03-26 18:08:05,"LGR (adult)"
"2654","384.3B23AD7528","mainstem, BON to MCN",2016-03-06 03:40:27,"BON (adult)"
"2655","384.3B23AD7BCC","mainstem, BON to MCN",2016-07-01 03:41:28,"BON (adult)"
"2657","384.3B23AD7BCC","mainstem, MCN to ICH or PRA",2016-07-12 00:57:18,"MCN (adult)"
"2658","384.3B23AD7BCC","mainstem, PRA to RIS",2016-07-23 03:32:10,"PRA (adult)"
"2659","384.3B23AD7BCC","mainstem, MCN to ICH or PRA",NA,"implicit"
"2660","384.3B23AD7BCC","mainstem, PRA to RIS",2016-07-29 07:33:40,"PRA (adult)"
"2661","384.3B23AD7BCC","mainstem, RIS to RRE",2016-08-07 10:49:27,"RIS (adult)"
"2662","384.3B23AD7BCC","mainstem, RRE to WEL",2016-08-11 00:34:46,"RRE (adult)"
"2663","384.3B23AD7BCC","mainstem, upstream of WEL",2016-08-18 05:23:13,"WEL (adult)"
"...2664","384.3B23AD7BCC","mainstem, RRE to WEL",NA,"implicit"
"2665","384.3B23AD7BCC","mainstem, RIS to RRE",NA,"implicit"
"2666","384.3B23AD7BCC","mainstem, PRA to RIS",NA,"implicit"
