mrr_code|mrr_rkm|mrr_name|mrr_type|mrr_typedesc|mrr_huc8|mrr_huc8name|mrr_huc6|mrr_huc6name
LMNRTR|522.067|LMN - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNTAL|522.067|LMN - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNTRB|522.067|LMN - Release into Turbine(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNOFL|522.067|LMN - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNFBY|522.067|LMN - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNICE|522.067|LMN - Release into the Ice/Trash Sluiceway|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNGAT|522.067|LMN - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNBYP|522.067|LMN - Release into the Facility Bypass Flume/Pipe|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNRXR|522.067|LMN - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNSTS|522.067|LMN - Release onto the Submerged Traveling Screen|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNGWL|522.067|LMN - Release into Gatewell(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNRRR|522.067|LMN - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNBPS|522.067|LMN - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNSPL|522.067|LMN - Release directly into Spill Bay(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNCOL|522.067|LMN - Release into the Collection Channel upstream of the Dewatering Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNMRT|522.067|LMN - Mortality Recovery|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNORI|522.067|LMN - Release into Orifice(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMNDTG|522.067|LMN - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate|Intra-Dam Release Site|Specific release site within a dam location.|17060110|Lower Snake|170601|Lower Snake
LMN|522.067|Lower Monumental Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17060110|Lower Snake|170601|Lower Snake
LYFE|522.095|Lyons Ferry Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17060110|Lower Snake|170601|Lower Snake
TUCR|522.100|Tucannon River|River|Entire river or stream.|17060107|Lower Snake-Tucannon|170601|Lower Snake
PATAHC|522.100.019|Patah Creek - tributary to Tucannon River|River|Entire river or stream.|17060107|Lower Snake-Tucannon|170601|Lower Snake
TUCH|522.100.058|Tucannon River Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17060107|Lower Snake-Tucannon|170601|Lower Snake
CURP|522.100.066|Curl Lake Rearing Pond|Acclimation Pond|Acclimation pond or facility.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSORI|522.113|LGS - Release into Orifice(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSTRB|522.113|LGS - Release into Turbine(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSOFL|522.113|LGS - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSDWT|522.113|LGS - Release into the Dewatering Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSRRR|522.113|LGS - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSMRT|522.113|LGS - Mortality Recovery|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSSTS|522.113|LGS - Release onto the Submerged Traveling Screen|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSGAT|522.113|LGS - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSFBY|522.113|LGS - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSGWL|522.113|LGS - Release into Gatewell(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSRBR|522.113|LGS - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSRXR|522.113|LGS - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSDTG|522.113|LGS - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSRTR|522.113|LGS - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSSPL|522.113|LGS - Release directly into Spill Bay(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSCOL|522.113|LGS - Release into the Collection Channel upstream of the Dewatering Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSICE|522.113|LGS - Release into the Ice/Trash Sluiceway|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSTAL|522.113|LGS - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSSEP|522.113|LGS - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSBYP|522.113|LGS - Release into the Facility Bypass Flume/Pipe|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGSBPS|522.113|LGS - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGS|522.113|Little Goose Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17060107|Lower Snake-Tucannon|170601|Lower Snake
DEAD2C|522.131|Deadman Creek - tributary to Snake River|River|Entire river or stream.|17060107|Lower Snake-Tucannon|170601|Lower Snake
PENAWC|522.145|Penawawa Creek - tributary to Snake River|River|Entire river or stream.|17060107|Lower Snake-Tucannon|170601|Lower Snake
ALMOTC|522.164|Almota Creek - tributary to Snake River|River|Entire river or stream.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRMRT|522.173|LGR - Mortality Recovery|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRICE|522.173|LGR - Release into the Ice/Trash Sluiceway|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRGAT|522.173|LGR - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRSEP|522.173|LGR - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGR|522.173|Lower Granite Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRORI|522.173|LGR - Release into Orifice(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRRTR|522.173|LGR - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRTRB|522.173|LGR - Release into Turbine(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRBPS|522.173|LGR - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRFBY|522.173|LGR - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRRXR|522.173|LGR - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRCOL|522.173|LGR - Release into the Collection Channel upstream of the Dewatering Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRBYP|522.173|LGR - Release into the Facility Bypass Flume/Pipe|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRSTS|522.173|LGR - Release onto the Submerged Traveling Screen|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRDWT|522.173|LGR - Release into the Dewatering Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGROFL|522.173|LGR - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRSPL|522.173|LGR - Release directly into Spill Bay(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRRRR|522.173|LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRGWL|522.173|LGR - Release into Gatewell(s)|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRLDR|522.173|LGR - Release into the Adult Fish Ladder|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRTAL|522.173|LGR - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRDTG|522.173|LGR - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
LGRRBR|522.173|LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17060107|Lower Snake-Tucannon|170601|Lower Snake
ALPOWC|522.205|Alpowa Creek, lower Snake River|River|Entire river or stream.|17060107|Lower Snake-Tucannon|170601|Lower Snake
CLWR|522.224|Clearwater River|River|Entire river or stream.|17060306|Clearwater|170603|Clearwater
CLWTRP|522.224.010|Clearwater Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17060306|Clearwater|170603|Clearwater
